                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.0474,                0.57478,                 1.0155,                0.94215,                0.91937,                0.94809,                0.65453,                 1.0926,                0.49173,                 1.0732,               0.000526,               0.000526,               0.000526
                     15,                 1.0385,                0.55766,                  1.008,                0.94298,                0.92823,                0.94369,                0.65115,                 1.0864,                0.48589,                 1.0747,             0.00051775,             0.00051775,             0.00051775
                     16,                 1.0371,                0.55761,                 1.0068,                  0.947,                0.92829,                0.95213,                0.64646,                  1.109,                0.47967,                 1.0878,              0.0005095,              0.0005095,              0.0005095
                     17,                  1.042,                0.54696,                 1.0077,                0.95192,                0.92637,                0.95367,                0.66143,                 1.0752,                0.46599,                 1.0724,             0.00050125,             0.00050125,             0.00050125
                     18,                 1.0325,                 0.5457,                 1.0089,                0.95439,                 0.9291,                0.95308,                0.66615,                 1.0767,                0.46034,                 1.0667,               0.000493,               0.000493,               0.000493
                     19,                 1.0333,                0.54079,                  1.008,                 0.9489,                0.93001,                0.95142,                 0.6615,                  1.093,                0.46708,                 1.0716,             0.00048475,             0.00048475,             0.00048475
                     20,                 1.0133,                0.52294,                0.99648,                0.95259,                0.93073,                0.95417,                   0.67,                 1.0687,                0.45357,                 1.0594,              0.0004765,              0.0004765,              0.0004765
                     21,                 1.0147,                0.52526,                0.99765,                0.95424,                0.93418,                0.95432,                0.66898,                 1.0646,                 0.4509,                 1.0574,             0.00046825,             0.00046825,             0.00046825
                     22,                0.99905,                0.52297,                0.99174,                0.94959,                0.93529,                0.95562,                0.67079,                 1.0637,                0.45244,                 1.0562,                0.00046,                0.00046,                0.00046
                     23,                 1.0032,                 0.5107,                0.99377,                0.95728,                0.93087,                 0.9524,                0.66997,                 1.0774,                0.45266,                 1.0622,             0.00045175,             0.00045175,             0.00045175
                     24,                0.99369,                0.49983,                0.99331,                0.95949,                0.93262,                0.95478,                0.67464,                 1.0661,                0.44107,                 1.0559,              0.0004435,              0.0004435,              0.0004435
                     25,                0.98841,                0.49463,                0.98948,                0.96357,                0.93867,                 0.9574,                0.67859,                 1.0637,                0.43041,                 1.0549,             0.00043525,             0.00043525,             0.00043525
                     26,                0.97856,                0.48787,                0.98142,                0.96058,                0.94081,                0.95494,                0.67875,                 1.0574,                0.42841,                 1.0586,               0.000427,               0.000427,               0.000427
                     27,                0.97662,                0.48912,                0.98579,                0.96022,                0.93815,                0.95538,                0.66988,                  1.064,                0.43754,                 1.0582,             0.00041875,             0.00041875,             0.00041875
                     28,                0.97638,                0.48201,                0.98506,                0.95806,                0.93555,                0.95599,                0.67141,                 1.0843,                0.44068,                  1.067,              0.0004105,              0.0004105,              0.0004105
                     29,                0.95922,                0.47928,                0.97408,                0.96179,                0.94218,                0.95812,                0.68077,                 1.0542,                0.42267,                 1.0545,             0.00040225,             0.00040225,             0.00040225
                     30,                0.95112,                0.47168,                0.97418,                 0.9549,                0.94303,                0.95656,                 0.6754,                 1.0588,                0.43133,                 1.0595,               0.000394,               0.000394,               0.000394
                     31,                0.96072,                0.46602,                0.97917,                0.96039,                0.94226,                0.95742,                 0.6806,                 1.0618,                0.42585,                 1.0564,             0.00038575,             0.00038575,             0.00038575
                     32,                0.96194,                 0.4707,                0.97585,                0.95924,                0.94146,                0.95817,                0.68384,                 1.0445,                0.42349,                 1.0509,              0.0003775,              0.0003775,              0.0003775
                     33,                 0.9405,                0.45956,                0.97411,                0.96161,                0.94432,                0.95842,                0.67864,                 1.0615,                 0.4219,                 1.0593,             0.00036925,             0.00036925,             0.00036925
                     34,                0.94275,                0.45919,                0.96783,                0.96521,                0.94094,                0.95886,                0.68415,                 1.0514,                0.41762,                 1.0507,               0.000361,               0.000361,               0.000361
                     35,                0.93967,                0.45803,                0.97095,                0.96755,                0.94089,                0.96126,                0.68653,                 1.0501,                0.41031,                  1.052,             0.00035275,             0.00035275,             0.00035275
                     36,                0.94701,                0.45164,                 0.9746,                0.96624,                0.94483,                0.96211,                0.68696,                  1.049,                0.40519,                 1.0536,              0.0003445,              0.0003445,              0.0003445
                     37,                0.93294,                0.44599,                0.97014,                0.96963,                0.94363,                0.96154,                0.68971,                  1.044,                0.40996,                 1.0443,             0.00033625,             0.00033625,             0.00033625
                     38,                0.91861,                0.44033,                0.96374,                0.96593,                0.94784,                 0.9622,                0.68876,                 1.0424,                0.40324,                 1.0535,               0.000328,               0.000328,               0.000328
                     39,                0.92432,                0.43304,                 0.9667,                0.96757,                0.94512,                0.96181,                0.68942,                 1.0451,                0.40636,                 1.0495,             0.00031975,             0.00031975,             0.00031975
                     40,                0.92207,                0.43791,                0.96263,                0.96793,                0.94629,                0.96145,                0.68743,                 1.0517,                0.40436,                 1.0524,              0.0003115,              0.0003115,              0.0003115
                     41,                0.90675,                 0.4299,                0.95928,                 0.9683,                0.94566,                0.96021,                0.68658,                 1.0579,                0.40622,                 1.0514,             0.00030325,             0.00030325,             0.00030325
                     42,                0.91539,                0.43101,                0.95977,                0.96555,                 0.9479,                0.96278,                0.69395,                 1.0422,                0.39882,                 1.0474,               0.000295,               0.000295,               0.000295
                     43,                0.89941,                0.42041,                0.95363,                0.97238,                0.94402,                0.96117,                0.69062,                  1.046,                0.39845,                 1.0495,             0.00028675,             0.00028675,             0.00028675
                     44,                0.90567,                0.42414,                0.95951,                0.97006,                0.94658,                0.96348,                0.69202,                 1.0394,                0.39587,                 1.0474,              0.0002785,              0.0002785,              0.0002785
                     45,                0.90001,                0.41952,                0.95605,                0.96958,                0.94652,                0.96105,                 0.6855,                 1.0436,                0.40517,                  1.048,             0.00027025,             0.00027025,             0.00027025
                     46,                0.88919,                0.41384,                0.95581,                0.96913,                0.94804,                0.95996,                0.69189,                 1.0419,                0.39891,                  1.047,               0.000262,               0.000262,               0.000262
                     47,                0.88597,                0.40905,                0.95174,                0.97158,                0.94588,                0.96442,                0.69284,                 1.0497,                 0.3961,                 1.0479,             0.00025375,             0.00025375,             0.00025375
                     48,                0.88197,                0.40961,                0.95288,                0.97173,                 0.9474,                0.96246,                0.69471,                 1.0513,                0.39943,                 1.0514,              0.0002455,              0.0002455,              0.0002455
                     49,                0.87475,                 0.4028,                 0.9481,                0.97157,                0.94324,                0.96318,                0.69033,                 1.0514,                0.39892,                 1.0489,             0.00023725,             0.00023725,             0.00023725
                     50,                0.87328,                0.40219,                 0.9471,                 0.9696,                0.94519,                0.96364,                0.69364,                 1.0523,                 0.3954,                 1.0499,               0.000229,               0.000229,               0.000229
                     51,                0.85802,                0.39535,                0.94039,                0.97389,                0.94302,                0.96202,                 0.6937,                 1.0473,                0.39271,                 1.0526,             0.00022075,             0.00022075,             0.00022075
                     52,                0.86349,                0.39522,                0.94325,                  0.968,                0.94973,                0.96286,                0.69418,                   1.04,                0.38899,                   1.05,              0.0002125,              0.0002125,              0.0002125
                     53,                0.85947,                 0.3904,                 0.9414,                0.97015,                0.94472,                0.96342,                0.68797,                 1.0588,                0.39707,                 1.0551,             0.00020425,             0.00020425,             0.00020425
                     54,                0.84375,                0.38599,                0.93971,                0.97133,                0.94968,                0.96326,                0.69535,                 1.0428,                0.38759,                 1.0469,               0.000196,               0.000196,               0.000196
                     55,                0.83733,                 0.3818,                0.93455,                0.96912,                0.94922,                0.96464,                0.69731,                 1.0463,                 0.3856,                 1.0495,             0.00018775,             0.00018775,             0.00018775
                     56,                0.83598,                0.37852,                0.93577,                0.97381,                0.94785,                0.96447,                0.69722,                 1.0478,                 0.3848,                 1.0515,              0.0001795,              0.0001795,              0.0001795
                     57,                0.84689,                 0.3871,                 0.9351,                0.97076,                0.94905,                 0.9643,                0.69493,                 1.0434,                0.38314,                   1.05,             0.00017125,             0.00017125,             0.00017125
                     58,                0.82721,                0.37618,                0.93282,                0.96745,                0.94904,                0.96287,                0.69419,                 1.0475,                0.38711,                 1.0556,               0.000163,               0.000163,               0.000163
                     59,                0.83333,                0.37255,                 0.9323,                0.97107,                 0.9465,                0.96337,                 0.6979,                  1.042,                0.38605,                 1.0505,             0.00015475,             0.00015475,             0.00015475
                     60,                0.82317,                0.37106,                0.93259,                0.97237,                 0.9491,                0.96519,                 0.6947,                 1.0492,                0.38795,                  1.053,              0.0001465,              0.0001465,              0.0001465
                     61,                0.81706,                0.36681,                0.93081,                0.96877,                 0.9501,                0.96398,                0.69489,                  1.052,                0.39012,                 1.0554,             0.00013825,             0.00013825,             0.00013825
                     62,                0.81922,                0.36475,                0.93044,                0.97413,                0.94806,                0.96531,                0.69787,                 1.0442,                0.38415,                 1.0537,                0.00013,                0.00013,                0.00013
                     63,                0.81319,                0.36247,                0.92386,                0.97337,                0.94808,                0.96505,                0.69914,                  1.045,                0.38384,                 1.0513,             0.00012175,             0.00012175,             0.00012175
                     64,                0.81984,                0.36408,                0.92962,                0.97095,                0.94991,                0.96534,                0.69848,                  1.048,                0.38279,                 1.0526,              0.0001135,              0.0001135,              0.0001135
                     65,                0.80716,                0.36228,                0.92876,                0.97082,                0.95007,                0.96539,                  0.696,                 1.0462,                0.38114,                 1.0535,             0.00010525,             0.00010525,             0.00010525
                     66,                0.77851,                0.30533,                0.94504,                0.97192,                0.94607,                0.96457,                0.69906,                 1.0476,                0.38787,                 1.0556,                9.7e-05,                9.7e-05,                9.7e-05
                     67,                 0.7685,                0.30221,                0.94056,                0.97159,                0.94562,                0.96479,                0.69851,                 1.0456,                0.38535,                 1.0546,              8.875e-05,              8.875e-05,              8.875e-05
                     68,                0.76516,                0.29939,                0.94253,                0.96928,                0.94982,                0.96486,                0.69864,                 1.0456,                0.38214,                 1.0564,               8.05e-05,               8.05e-05,               8.05e-05
                     69,                 0.7583,                0.29633,                0.93791,                0.97106,                0.94815,                0.96546,                0.69931,                 1.0462,                0.38127,                 1.0579,              7.225e-05,              7.225e-05,              7.225e-05
                     70,                0.74938,                0.29149,                0.93411,                0.96922,                0.94855,                 0.9645,                0.69841,                 1.0474,                0.38151,                 1.0586,                6.4e-05,                6.4e-05,                6.4e-05
                     71,                0.74885,                0.29136,                0.93802,                0.97201,                0.94799,                0.96517,                0.69908,                 1.0502,                0.38259,                 1.0592,              5.575e-05,              5.575e-05,              5.575e-05
                     72,                0.74219,                 0.2893,                0.93271,                0.97228,                0.94689,                0.96487,                0.69928,                 1.0495,                0.38153,                 1.0586,               4.75e-05,               4.75e-05,               4.75e-05
                     73,                0.73501,                 0.2839,                0.92493,                0.97208,                0.94891,                0.96531,                 0.6995,                  1.051,                0.38034,                 1.0587,              3.925e-05,              3.925e-05,              3.925e-05
                     74,                0.73433,                0.28536,                0.93152,                0.97125,                0.94965,                0.96535,                0.70042,                 1.0522,                0.38024,                   1.06,                3.1e-05,                3.1e-05,                3.1e-05
                     75,                0.73056,                0.28358,                0.92792,                0.97293,                0.94883,                0.96575,                0.70078,                 1.0494,                0.37987,                 1.0603,              2.275e-05,              2.275e-05,              2.275e-05
