               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.023223,            0.039544,           0.0046997,             0.97492,             0.95226,             0.95223,             0.67709,            0.028133,            0.059252,           0.0052335,            0.004753,            0.004753,            0.004753
                 161,            0.023172,            0.039775,           0.0046617,             0.97405,              0.9533,             0.95225,             0.67731,            0.028135,            0.059287,           0.0052309,             0.00472,             0.00472,             0.00472
                 162,            0.023173,            0.039057,           0.0046733,             0.97498,             0.95211,             0.95224,              0.6768,            0.028148,            0.059332,           0.0052373,            0.004687,            0.004687,            0.004687
                 163,            0.023241,            0.039877,           0.0047504,             0.97469,             0.95253,             0.95234,             0.67706,            0.028164,            0.059367,           0.0052569,            0.004654,            0.004654,            0.004654
                 164,             0.02316,            0.039775,           0.0045735,             0.97441,             0.95283,             0.95267,             0.67706,             0.02817,            0.059388,           0.0052697,            0.004621,            0.004621,            0.004621
                 165,            0.023447,            0.040121,           0.0046502,             0.97481,             0.95231,             0.95239,             0.67682,             0.02818,            0.059418,           0.0052864,            0.004588,            0.004588,            0.004588
                 166,            0.023207,            0.039351,           0.0045964,             0.97476,             0.95249,              0.9525,             0.67722,             0.02819,            0.059439,           0.0053061,            0.004555,            0.004555,            0.004555
                 167,            0.023093,            0.039071,           0.0046181,             0.97424,             0.95278,             0.95224,             0.67694,            0.028193,            0.059457,           0.0053108,            0.004522,            0.004522,            0.004522
                 168,            0.022947,            0.038292,           0.0044494,             0.97432,             0.95303,             0.95237,             0.67682,            0.028196,            0.059494,           0.0053191,            0.004489,            0.004489,            0.004489
                 169,            0.022982,            0.039085,           0.0044673,             0.97427,             0.95287,             0.95218,             0.67655,            0.028208,            0.059508,           0.0053502,            0.004456,            0.004456,            0.004456
                 170,            0.022676,            0.039665,            0.004399,             0.97381,             0.95296,             0.95205,             0.67619,            0.028207,            0.059532,            0.005378,            0.004423,            0.004423,            0.004423
                 171,            0.022851,            0.039029,           0.0044893,             0.97355,             0.95305,             0.95194,             0.67627,            0.028205,            0.059569,           0.0053878,             0.00439,             0.00439,             0.00439
                 172,             0.02278,            0.039473,            0.004414,             0.97353,             0.95284,              0.9519,             0.67618,            0.028203,            0.059584,           0.0053869,            0.004357,            0.004357,            0.004357
                 173,            0.022783,            0.038236,           0.0044753,             0.97356,             0.95301,             0.95188,             0.67644,            0.028202,            0.059619,           0.0053888,            0.004324,            0.004324,            0.004324
                 174,            0.022733,            0.038657,           0.0044347,             0.97371,             0.95278,              0.9519,             0.67647,            0.028204,            0.059613,           0.0053842,            0.004291,            0.004291,            0.004291
                 175,             0.02282,            0.039142,           0.0044532,             0.97416,             0.95266,             0.95193,             0.67666,            0.028205,            0.059644,           0.0053863,            0.004258,            0.004258,            0.004258
                 176,            0.022786,            0.039251,           0.0044309,             0.97437,             0.95249,             0.95207,             0.67681,            0.028198,            0.059647,           0.0053883,            0.004225,            0.004225,            0.004225
                 177,            0.022424,            0.038465,           0.0043838,             0.97447,             0.95245,             0.95217,              0.6765,            0.028196,            0.059644,           0.0053928,            0.004192,            0.004192,            0.004192
                 178,            0.022807,            0.038956,           0.0044968,             0.97381,             0.95263,             0.95223,             0.67631,            0.028193,            0.059666,           0.0053981,            0.004159,            0.004159,            0.004159
                 179,            0.022484,            0.038514,           0.0044274,             0.97363,             0.95286,             0.95216,             0.67625,            0.028199,            0.059675,           0.0053962,            0.004126,            0.004126,            0.004126
                 180,            0.022736,            0.038514,           0.0043491,             0.97313,             0.95326,             0.95216,             0.67642,            0.028205,            0.059693,           0.0053863,            0.004093,            0.004093,            0.004093
                 181,            0.022424,            0.038094,           0.0044554,             0.97385,             0.95238,             0.95207,             0.67667,            0.028207,            0.059713,            0.005385,             0.00406,             0.00406,             0.00406
                 182,            0.022678,            0.038199,           0.0043824,             0.97421,              0.9522,             0.95214,             0.67689,            0.028216,            0.059758,           0.0053865,            0.004027,            0.004027,            0.004027
                 183,            0.022466,            0.039274,           0.0044108,             0.97419,             0.95183,             0.95202,             0.67663,            0.028222,            0.059768,           0.0053874,            0.003994,            0.003994,            0.003994
                 184,            0.022571,            0.038733,           0.0043291,              0.9739,             0.95179,             0.95192,             0.67626,            0.028227,            0.059795,           0.0053861,            0.003961,            0.003961,            0.003961
                 185,             0.02225,            0.038429,           0.0042341,             0.97432,             0.95136,             0.95182,             0.67636,            0.028228,            0.059796,           0.0053787,            0.003928,            0.003928,            0.003928
                 186,            0.022271,            0.037948,           0.0042774,              0.9744,             0.95129,             0.95193,             0.67655,            0.028233,            0.059847,           0.0053791,            0.003895,            0.003895,            0.003895
                 187,            0.022269,            0.038726,           0.0042439,             0.97439,             0.95121,             0.95216,             0.67645,            0.028236,            0.059865,           0.0053757,            0.003862,            0.003862,            0.003862
                 188,            0.022496,            0.038729,           0.0042995,             0.97439,             0.95137,             0.95212,             0.67661,            0.028235,            0.059863,           0.0053743,            0.003829,            0.003829,            0.003829
                 189,            0.022403,            0.038713,           0.0042608,             0.97459,             0.95158,               0.952,             0.67647,            0.028239,            0.059892,           0.0053695,            0.003796,            0.003796,            0.003796
                 190,            0.022083,            0.037773,           0.0041212,             0.97434,             0.95194,             0.95194,             0.67636,            0.028244,            0.059921,           0.0053647,            0.003763,            0.003763,            0.003763
                 191,            0.021862,            0.037491,           0.0040376,             0.97415,             0.95228,             0.95217,             0.67631,            0.028249,            0.059943,           0.0053667,             0.00373,             0.00373,             0.00373
                 192,            0.022185,             0.03835,           0.0042633,             0.97373,             0.95235,             0.95212,             0.67638,            0.028256,            0.059963,           0.0053718,            0.003697,            0.003697,            0.003697
